Aggregation Strategy,NCCL Algo,NCLL Proto,Multiple CUDA Streams,Contiguous Memory,Average Time (s),Theoretical Throughput (Gb/s),Real Throughput (Gb/s),Max GPU RAM Allocated (GB)
bucket_flatten,nvls,SIMPLE,False,True,1.7772081246754776,110.04173275930755,108.44327531261554,48.181568
bucket_flatten,nvls,SIMPLE,True,False,1.7338744453154504,117.6741409288942,111.15353275590641,37.712192
bucket_flatten,nvls,SIMPLE,True,True,1.7216081929703553,116.26574645404116,111.94548837472836,37.712192
bucket_flatten,nvls,LL,False,False,1.7809855016724516,110.73470002187929,108.21327280374744,48.181568
bucket_flatten,nvls,LL,False,True,1.7816114729891221,112.02766433765657,108.17525194123887,48.181568
bucket_flatten,nvls,LL,True,False,1.7178438679936032,115.11164770681609,112.1907954167565,37.712192
bucket_flatten,nvls,LL,True,True,1.7156380680389702,115.90314059787696,112.3350393899177,37.712192
bucket_flatten,nvls,LL128,False,False,1.7705911569452535,111.62824146124956,108.84854428195875,48.181568
bucket_flatten,nvls,LL128,False,True,1.7608169817055266,113.05011003459983,109.4527551439931,48.181568
bucket_flatten,nvls,LL128,True,False,1.7190147556830198,116.23413006480061,112.11437791028366,37.712192
bucket_flatten,nvls,LL128,True,True,1.7064716709622492,116.60188989946015,112.93845261628344,37.712192
bucket_flatten,nvlstree,SIMPLE,False,False,1.7729120470272999,110.83011360534096,108.70605243793707,48.181568
bucket_flatten,nvlstree,SIMPLE,False,True,1.789878873930623,112.31818607921763,107.6755934488281,48.181568
bucket_flatten,nvlstree,SIMPLE,True,False,1.7087986846454442,117.64614463052713,112.78465490625564,37.712192
bucket_flatten,nvlstree,SIMPLE,True,True,1.7093641296960413,116.74819217090227,112.74734657399799,37.712192
bucket_flatten,nvlstree,LL,False,False,1.8006541102658957,113.1177678081289,107.03125539393064,48.181568
bucket_flatten,nvlstree,LL,False,True,1.75884323559391,113.27921662371419,109.57558129785339,48.181568
bucket_flatten,nvlstree,LL,True,False,1.690617688698694,116.2641629385058,113.99754731085635,37.712192
bucket_flatten,nvlstree,LL,True,True,1.7050107830048848,117.54234420945126,113.0352205822078,37.712192
bucket_flatten,nvlstree,LL128,False,False,1.7837855940063794,112.30589457462885,108.04340532829235,48.181568
bucket_flatten,nvlstree,LL128,False,True,1.7639537396995972,111.43300851343868,109.25812033189797,48.181568
bucket_flatten,nvlstree,LL128,True,False,1.6927342800578724,115.43712930351236,113.85500501910492,37.712192
bucket_flatten,nvlstree,LL128,True,True,1.727440748674174,117.37517818800782,111.56751402322719,37.712192
bucket_flatten,pat,SIMPLE,False,False,1.7261783950186025,112.8365225283692,111.64910330714865,48.181568
bucket_flatten,pat,SIMPLE,False,True,1.7709116416517645,113.07399717812187,108.8288457871565,48.181568
bucket_flatten,pat,SIMPLE,True,False,1.7031978383505095,117.46409937052398,113.15553931106969,37.712192
bucket_flatten,pat,SIMPLE,True,True,1.7150691462835919,117.1053141924053,112.37230310487558,37.712192
bucket_flatten,pat,LL,False,False,1.7566305046590667,113.08002414960282,109.71360763736996,48.181568
bucket_flatten,pat,LL,False,True,1.7419646930259962,110.86709074570669,110.63729978201336,48.181568
bucket_flatten,pat,LL,True,False,1.7219503566157073,116.66760362660568,111.92324401893967,37.712192
bucket_flatten,pat,LL,True,True,1.7322897069777052,116.85143596080152,111.2552185559343,37.712192
bucket_flatten,pat,LL128,False,False,1.7429727780011792,112.09189619238954,110.57331037207375,48.181568
bucket_flatten,pat,LL128,False,True,1.7377015020077426,111.04941395900656,110.90873186754102,48.181568
bucket_flatten,pat,LL128,True,False,1.7045113296868901,116.34250848379482,113.06834199066473,37.712192
bucket_flatten,pat,LL128,True,True,1.7078541559943308,117.37164579245825,112.84703045371735,37.712192
bucket_coalesced,ring,SIMPLE,False,False,1.70018212737826,112.28469576467374,113.35624980906641,16.060523008
bucket_coalesced,ring,SIMPLE,False,True,1.7347572369811435,111.19587851340299,111.09696840774436,16.060523008
bucket_coalesced,ring,SIMPLE,True,False,1.625494961005946,118.45505074089694,118.56466773217825,16.060523008
bucket_coalesced,ring,SIMPLE,True,True,1.6284917922845732,117.62459162084629,118.34647915641553,16.060523008
bucket_coalesced,ring,LL,False,False,1.681161399697885,116.09716386628195,114.63876697777744,16.060523008
bucket_coalesced,ring,LL,False,True,1.6371408640407026,118.53099306500789,117.72125061756961,16.060523008
bucket_coalesced,ring,LL,True,False,1.6299417106589924,118.95101840020327,118.24120377536687,16.060523008
bucket_coalesced,ring,LL,True,True,1.627393722999841,118.53473925347333,118.42633237932111,16.060523008
bucket_coalesced,ring,LL128,False,False,1.6354813103874524,118.18301021385,117.84070458521005,16.060523008
bucket_coalesced,ring,LL128,False,True,1.6432068816696603,117.74629900775881,117.28667406514943,16.060523008
bucket_coalesced,ring,LL128,True,False,1.624722958309576,118.62632772890991,118.62100487120576,16.060523008
bucket_coalesced,ring,LL128,True,True,1.6322188333142549,118.23503388579434,118.07624444613546,16.060523008
bucket_coalesced,tree,SIMPLE,False,False,1.7136319167135905,112.75968764539273,112.46655018051435,16.060523008
bucket_coalesced,tree,SIMPLE,False,True,1.6843128576098632,113.22045697552838,114.42427045619641,16.060523008
bucket_coalesced,tree,SIMPLE,True,False,1.6406082012690604,118.16104562830563,117.47245308350912,16.060523008
bucket_coalesced,tree,SIMPLE,True,True,1.6385041636725266,118.51989949187698,117.62330192681678,16.060523008
bucket_coalesced,tree,LL,False,False,1.7230721556115896,112.18202211020376,111.85037685412165,16.060523008
bucket_coalesced,tree,LL,False,True,1.7399127330475797,108.29313748821112,110.76777949341538,16.060523008
bucket_coalesced,tree,LL,True,False,1.6474652650455635,116.84799353570844,116.98351039083659,16.060523008
bucket_coalesced,tree,LL,True,True,1.6338940263570596,116.52695790751314,117.95518365515034,16.060523008
bucket_coalesced,tree,LL128,False,False,1.7035544283377628,113.96622324614863,113.13185346244086,16.060523008
bucket_coalesced,tree,LL128,False,True,1.733993489605685,107.44327685559664,111.14590170452513,16.060523008
bucket_coalesced,tree,LL128,True,False,1.6376427206366013,117.69085559081117,117.68517486957197,16.060523008
bucket_coalesced,tree,LL128,True,True,1.6390858263087769,117.65616926390179,117.58156092778852,16.060523008
bucket_coalesced,collnet,SIMPLE,False,False,1.8075055373677362,112.54585940609854,106.6255488393505,16.060523008
bucket_coalesced,collnet,SIMPLE,False,True,1.7069124756380916,112.63039659935852,112.90928662288529,16.060523008
bucket_coalesced,collnet,SIMPLE,True,False,1.637943952344358,117.47243961860059,117.66353157332067,16.060523008
bucket_coalesced,collnet,SIMPLE,True,True,1.643050922313705,117.52408722499928,117.29780698495179,16.060523008
bucket_coalesced,collnet,LL,False,False,1.7961624686916668,112.40450959819638,107.29890714862934,16.060523008
bucket_coalesced,collnet,LL,False,True,1.7202764619917918,112.86878327260327,112.03214960510199,16.060523008
bucket_coalesced,collnet,LL,True,False,1.6416953736140083,116.88658679715243,117.39465984346093,16.060523008
bucket_coalesced,collnet,LL,True,True,1.6605080543085933,117.24021827477374,116.0646402478595,16.060523008
bucket_coalesced,collnet,LL128,False,False,1.7014682043809444,113.63140768501364,113.27056800460211,16.060523008
bucket_coalesced,collnet,LL128,False,True,1.689560758958881,104.05775860232853,114.06886016384476,16.060523008
bucket_coalesced,collnet,LL128,True,False,1.6329438507091254,116.76816589173335,118.02381929317798,16.060523008
bucket_coalesced,collnet,LL128,True,True,1.644169280383115,117.9045199084765,117.21802143578064,16.060523008
bucket_coalesced,collnetchain,SIMPLE,False,False,1.7104200990094494,107.49623770654783,112.67773926628495,16.060523008
bucket_coalesced,collnetchain,SIMPLE,False,True,1.7404993863310665,113.28382085082083,110.73044406999917,16.060523008
bucket_coalesced,collnetchain,SIMPLE,True,False,1.6393620599992573,117.91749266814706,117.56174834989613,16.060523008
bucket_coalesced,collnetchain,SIMPLE,True,True,1.6385507796270151,117.03844806277336,117.61995560239548,16.060523008
bucket_coalesced,collnetchain,LL,False,False,1.7149290939948212,112.67974961342829,112.38148015965844,16.060523008
bucket_coalesced,collnetchain,LL,False,True,1.7216288953398664,114.10872198996658,111.94414224440277,16.060523008
bucket_coalesced,collnetchain,LL,True,False,1.6513056536205113,116.31429256200134,116.71144559424532,16.060523008
bucket_coalesced,collnetchain,LL,True,True,1.6516007940129687,117.08107361923852,116.69058930622353,16.060523008
bucket_coalesced,collnetchain,LL128,False,False,1.7004322649445385,113.3363541225117,113.33957483939297,16.060523008
bucket_coalesced,collnetchain,LL128,False,True,1.7113991766236722,113.12589759231201,112.61327724383935,16.060523008
bucket_coalesced,collnetchain,LL128,True,False,1.6511125473771244,117.25564533732495,116.72509560790112,16.060523008
bucket_coalesced,collnetchain,LL128,True,True,1.6507059076490502,115.88826948500723,116.75385000983151,16.060523008
bucket_coalesced,collnetdirect,SIMPLE,False,False,1.6955066369846463,113.49829805360531,113.66883841560877,16.060523008
bucket_coalesced,collnetdirect,SIMPLE,False,True,1.7087097379844636,112.42570422872339,112.79052589665312,16.060523008
bucket_coalesced,collnetdirect,SIMPLE,True,False,1.64254139099891,117.33907225779899,117.33419383410101,16.060523008
bucket_coalesced,collnetdirect,SIMPLE,True,True,1.647961198973159,116.14808189169196,116.94830562278244,16.060523008
bucket_coalesced,collnetdirect,LL,False,False,1.7030538643399875,113.51237284813986,113.1651053366362,16.060523008
bucket_coalesced,collnetdirect,LL,False,True,1.6920005530118942,111.64070665243655,113.90437763683472,16.060523008
bucket_coalesced,collnetdirect,LL,True,False,1.656747640343383,116.74722744894217,116.32807873627327,16.060523008
bucket_coalesced,collnetdirect,LL,True,True,1.6289586206742872,117.29712021347021,118.31256331865777,16.060523008
bucket_coalesced,collnetdirect,LL128,False,False,1.686620620933051,113.3399855551106,114.26770641840154,16.060523008
bucket_coalesced,collnetdirect,LL128,False,True,1.7044184843543917,112.8569430893947,113.07450119857263,16.060523008
bucket_coalesced,collnetdirect,LL128,True,False,1.6699183729942888,117.35840968704068,115.41059315757293,16.060523008
bucket_coalesced,collnetdirect,LL128,True,True,1.6289769470070798,117.77364617373081,118.31123227747086,16.060523008
bucket_coalesced,nvls,SIMPLE,False,False,1.7167255062765132,113.44528222901526,112.26388216833398,16.060523008
bucket_coalesced,nvls,SIMPLE,False,True,1.7939854719831299,114.34127026128724,107.42911409363539,16.060523008
bucket_coalesced,nvls,SIMPLE,True,False,1.6418982933585842,117.20245296491505,117.38015121373255,16.060523008
bucket_coalesced,nvls,SIMPLE,True,True,1.649541191989556,117.38075200246357,116.83628810720856,16.060523008
bucket_coalesced,nvls,LL,False,False,1.7120820293202996,111.89827052601358,112.5683621762637,16.060523008
bucket_coalesced,nvls,LL,False,True,1.7576626473261665,113.55455881699507,109.64918111287376,16.060523008
bucket_coalesced,nvls,LL,True,False,1.6399721023626626,117.0588341379747,117.51801733355377,16.060523008
bucket_coalesced,nvls,LL,True,True,1.6399261810195942,117.87787199279107,117.52130808240157,16.060523008
bucket_coalesced,nvls,LL128,False,False,1.7237482186562072,111.40385802598165,111.80650855276578,16.060523008
bucket_coalesced,nvls,LL128,False,True,1.7052090600288163,107.68162289988706,113.02207715735636,16.060523008
bucket_coalesced,nvls,LL128,True,False,1.6432852039579302,118.17436257234814,117.28108394562895,16.060523008
bucket_coalesced,nvls,LL128,True,True,1.641015140960614,117.3599751287861,117.44332221041076,16.060523008
bucket_coalesced,nvlstree,SIMPLE,False,False,1.7066023933390777,111.57970574998758,112.92980175359921,16.060523008
bucket_coalesced,nvlstree,SIMPLE,False,True,1.6983259873619925,105.1235366975451,113.48013949392688,16.060523008
bucket_coalesced,nvlstree,SIMPLE,True,False,1.6579621496299903,117.18746928536439,116.24286476926568,16.060523008
bucket_coalesced,nvlstree,SIMPLE,True,True,1.6263679773546755,117.5776966090474,118.501023529419,16.060523008
bucket_coalesced,nvlstree,LL,False,False,1.7273712349900354,108.9368938815954,111.57200377550097,16.060523008
bucket_coalesced,nvlstree,LL,False,True,1.6874966039322317,112.67963330976508,114.20838981418164,16.060523008
bucket_coalesced,nvlstree,LL,True,False,1.645342436696713,116.94346590407947,117.1344430518237,16.060523008
bucket_coalesced,nvlstree,LL,True,True,1.6341403763120372,117.50469420164158,117.93740167350171,16.060523008
bucket_coalesced,nvlstree,LL128,False,False,1.7781561797019094,112.99462442486926,108.38545688619357,16.060523008
bucket_coalesced,nvlstree,LL128,False,True,1.7003294175956398,114.42323979740428,113.34643037848844,16.060523008
bucket_coalesced,nvlstree,LL128,True,False,1.6350144220050424,116.93990829186303,117.87435472016016,16.060523008
bucket_coalesced,nvlstree,LL128,True,True,1.6584624383443345,117.94714160349146,116.20779916149395,16.060523008
bucket_coalesced,pat,SIMPLE,False,False,1.7152842993382365,109.75430716004907,112.35820792294,16.060523008
bucket_coalesced,pat,SIMPLE,False,True,1.7141317196656018,113.98472997479841,112.43375741836084,16.060523008
bucket_coalesced,pat,SIMPLE,True,False,1.6312219162937254,117.04540601913753,118.14840643503027,16.060523008
bucket_coalesced,pat,SIMPLE,True,True,1.6408170563324045,117.62581218231976,117.4575003399749,16.060523008
bucket_coalesced,pat,LL,False,False,1.7063949779452134,105.96243876933941,112.94352857512207,16.060523008
bucket_coalesced,pat,LL,False,True,1.7205642223513375,113.25995584951652,112.01341248896753,16.060523008
bucket_coalesced,pat,LL,True,False,1.6437780146176617,117.92039050498639,117.24592264778988,16.060523008
bucket_coalesced,pat,LL,True,True,1.64157029070581,116.64136801035714,117.40360497699758,16.060523008
bucket_coalesced,pat,LL128,False,False,1.6821208539574097,112.85816266595673,114.57337889759003,16.060523008
bucket_coalesced,pat,LL128,False,True,1.7132628146403779,113.4578874881515,112.49077975958649,16.060523008
bucket_coalesced,pat,LL128,True,False,1.6488509006643046,118.13056988963397,116.88520161183321,16.060523008
bucket_coalesced,pat,LL128,True,True,1.6663292016213138,116.7208469087432,115.65918052956174,16.060523008
bucket_optimized_flatten,ring,SIMPLE,False,False,1.7496752916680027,113.2404603900039,110.14973513643777,48.181568
bucket_optimized_flatten,ring,SIMPLE,False,True,1.726244507667919,111.89509231721554,111.64482730917696,48.181568
bucket_optimized_flatten,ring,SIMPLE,True,False,1.695372467317308,118.31010230290869,113.67783402603122,36.483285504
bucket_optimized_flatten,ring,SIMPLE,True,True,1.6948823317264516,118.11883688434781,113.71070802047007,36.483285504
bucket_optimized_flatten,ring,LL,False,False,1.743930189947908,113.19968695971822,110.51260598783304,48.181568
bucket_optimized_flatten,ring,LL,False,True,1.7561869653097044,112.42998017663173,109.74131670429101,48.181568
bucket_optimized_flatten,ring,LL,True,False,1.6828386100629966,118.45522991780298,114.52451161955771,36.483285504
bucket_optimized_flatten,ring,LL,True,True,1.697869167663157,118.16291596465955,113.5106718601037,36.483285504
bucket_optimized_flatten,ring,LL128,False,False,1.7502942869905382,112.93020953051776,110.11078044674088,48.181568
bucket_optimized_flatten,ring,LL128,False,True,1.749980061315,112.71747698564725,110.13055189164746,48.181568
bucket_optimized_flatten,ring,LL128,True,False,1.6911037936806679,118.6106238786373,113.96477890486753,36.483285504
bucket_optimized_flatten,ring,LL128,True,True,1.6949973326021184,117.7632227758728,113.7029930637893,36.483285504
bucket_optimized_flatten,tree,SIMPLE,False,False,1.7565991072915494,114.17794996028874,109.71556865308852,48.181568
bucket_optimized_flatten,tree,SIMPLE,False,True,1.7684888313524425,113.34670066402491,108.97794011207502,48.181568
bucket_optimized_flatten,tree,SIMPLE,True,False,1.6938052579450111,118.21177103759553,113.78301551963702,36.483285504
bucket_optimized_flatten,tree,SIMPLE,True,True,1.6741804536432028,118.38965658972116,115.11678417497122,36.483285504
bucket_optimized_flatten,tree,LL,False,False,1.7598730019914608,112.97696684570529,109.51146459654315,48.181568
bucket_optimized_flatten,tree,LL,False,True,1.8173217023722827,114.35358436661808,106.04961669715402,48.181568
bucket_optimized_flatten,tree,LL,True,False,1.7034645589689414,118.44102703521784,113.13782193898517,36.483285504
bucket_optimized_flatten,tree,LL,True,True,1.6851861936350663,117.9521285684736,114.36497087379749,36.483285504
bucket_optimized_flatten,tree,LL128,False,False,1.768061100350072,114.45817397259381,109.00430415772433,48.181568
bucket_optimized_flatten,tree,LL128,False,True,1.8189322746669252,113.59843609228231,105.95571513914182,48.181568
bucket_optimized_flatten,tree,LL128,True,False,1.69120187102817,118.59163180228339,113.95816978066117,36.483285504
bucket_optimized_flatten,tree,LL128,True,True,1.6883015109536548,118.49419711064257,114.1539403368398,36.483285504
bucket_optimized_flatten,collnet,SIMPLE,False,False,1.7813412959997852,113.08928538574105,108.1916589396933,48.181568
bucket_optimized_flatten,collnet,SIMPLE,False,True,1.7491974299773574,107.30902482956564,110.17982684464312,48.181568
bucket_optimized_flatten,collnet,SIMPLE,True,False,1.6987671003056068,118.17821103898905,113.4506725008559,36.483285504
bucket_optimized_flatten,collnet,SIMPLE,True,True,1.7016604870247345,118.39406268712617,113.25776876265836,36.483285504
bucket_optimized_flatten,collnet,LL,False,False,1.8260862863777827,112.78885366594778,105.5406151339601,48.181568
bucket_optimized_flatten,collnet,LL,False,True,1.7577041516390939,110.64926795203561,109.64659198891857,48.181568
bucket_optimized_flatten,collnet,LL,True,False,1.682122012367472,118.27862382272447,114.57329999549253,36.483285504
bucket_optimized_flatten,collnet,LL,True,True,1.7037110699651141,117.98221178007981,113.12145195836895,36.483285504
bucket_optimized_flatten,collnet,LL128,False,False,1.7555554583668709,110.86270354500363,109.78079275905428,48.181568
bucket_optimized_flatten,collnet,LL128,False,True,1.764123847009614,113.92572737388194,109.24758501433581,48.181568
bucket_optimized_flatten,collnet,LL128,True,False,1.6861690109750878,117.96638117872733,114.29831096264135,36.483285504
bucket_optimized_flatten,collnet,LL128,True,True,1.6915878849880148,117.9472399432788,113.93216495716715,36.483285504
bucket_optimized_flatten,collnetchain,SIMPLE,False,False,1.7537451300304383,113.01666084319633,109.89411554269293,48.181568
bucket_optimized_flatten,collnetchain,SIMPLE,False,True,1.7742464763578027,113.36087639964866,108.624293479016,48.181568
bucket_optimized_flatten,collnetchain,SIMPLE,True,False,1.6828770053107291,118.248957745377,114.52189871500129,36.483285504
bucket_optimized_flatten,collnetchain,SIMPLE,True,True,1.690628098944823,118.3971851754426,113.99684535722959,36.483285504
bucket_optimized_flatten,collnetchain,LL,False,False,1.7503783539868891,114.18194073240596,110.10549205720102,48.181568
bucket_optimized_flatten,collnetchain,LL,False,True,1.7642807053246845,113.59747496096894,109.23787205196021,48.181568
bucket_optimized_flatten,collnetchain,LL,True,False,1.6930574540359278,118.4901730820063,113.83327216248755,36.483285504
bucket_optimized_flatten,collnetchain,LL,True,True,1.6953092496066045,118.12792849545444,113.68207304757053,36.483285504
bucket_optimized_flatten,collnetchain,LL128,False,False,1.7377702492910128,112.42783525222012,110.90434424840095,48.181568
bucket_optimized_flatten,collnetchain,LL128,False,True,1.764960864636426,112.60367712517258,109.19577527952765,48.181568
bucket_optimized_flatten,collnetchain,LL128,True,False,1.6941437826802332,118.13409044864316,113.76027933537961,36.483285504
bucket_optimized_flatten,collnetchain,LL128,True,True,1.693590642651543,117.7221513306778,113.79743433765152,36.483285504
bucket_optimized_flatten,collnetdirect,SIMPLE,False,False,1.72642840933986,112.55058555829773,111.63293473935208,48.181568
bucket_optimized_flatten,collnetdirect,SIMPLE,False,True,1.7461364903332044,112.85543504895278,110.37296970709504,48.181568
bucket_optimized_flatten,collnetdirect,SIMPLE,True,False,1.687491894622023,118.56661734665417,114.20870853733389,36.483285504
bucket_optimized_flatten,collnetdirect,SIMPLE,True,True,1.6892023323259007,118.20886082036773,114.09306408346646,36.483285504
bucket_optimized_flatten,collnetdirect,LL,False,False,1.765512864338234,112.1918511254013,109.1616344717145,48.181568
bucket_optimized_flatten,collnetdirect,LL,False,True,1.8155879483092576,110.22444581550089,106.15088634592105,48.181568
bucket_optimized_flatten,collnetdirect,LL,True,False,1.6963433760683984,118.27919118552875,113.61277007411091,36.483285504
bucket_optimized_flatten,collnetdirect,LL,True,True,1.6957990070028852,117.73833770240525,113.6492409513907,36.483285504
bucket_optimized_flatten,collnetdirect,LL128,False,False,1.7718954213584464,113.15672432095721,108.76842257668002,48.181568
bucket_optimized_flatten,collnetdirect,LL128,False,True,1.798748120975991,112.95520086277035,107.14466784122492,48.181568
bucket_optimized_flatten,collnetdirect,LL128,True,False,1.6969784086104482,118.46350439603454,113.57025462086567,36.483285504
bucket_optimized_flatten,collnetdirect,LL128,True,True,1.6941538776736706,118.1747013524719,113.75960146940271,36.483285504
bucket_optimized_flatten,nvls,SIMPLE,False,False,1.774516094320764,112.88196103654427,108.60778922705141,48.181568
bucket_optimized_flatten,nvls,SIMPLE,False,True,1.7333682103392978,106.5405849249999,111.18599545233083,48.181568
bucket_optimized_flatten,nvls,SIMPLE,True,False,1.6887055433665712,117.21840687121573,114.12662835688015,36.483285504
bucket_optimized_flatten,nvls,SIMPLE,True,True,1.7164355873440702,117.7336042744545,112.282844385798,36.483285504
bucket_optimized_flatten,nvls,LL,False,False,1.7971573727360617,112.33580829603338,107.23950660958873,48.181568
bucket_optimized_flatten,nvls,LL,False,True,1.7793715783239652,108.16448979576603,108.31142426897348,48.181568
bucket_optimized_flatten,nvls,LL,True,False,1.7089761449800183,118.12936875953244,112.77294333108047,36.483285504
bucket_optimized_flatten,nvls,LL,True,True,1.6986393190454692,117.71000111601815,113.45920690232245,36.483285504
bucket_optimized_flatten,nvls,LL128,False,False,1.8104285889615614,111.58874277713076,106.45339513918374,48.181568
bucket_optimized_flatten,nvls,LL128,False,True,1.7361868903196107,112.62347198910119,111.00548623340973,48.181568
bucket_optimized_flatten,nvls,LL128,True,False,1.6877132563386112,118.29043627092655,114.19372883881213,36.483285504
bucket_optimized_flatten,nvls,LL128,True,True,1.696698005311191,118.00139896034428,113.5890237088197,36.483285504
bucket_optimized_flatten,nvlstree,SIMPLE,False,False,1.8680086380336434,112.89407505287991,103.17204429786419,48.181568
bucket_optimized_flatten,nvlstree,SIMPLE,False,True,1.771727747671927,114.01108341660421,108.77871625888616,48.181568
bucket_optimized_flatten,nvlstree,SIMPLE,True,False,1.69564595965979,117.26434186295792,113.65949882053687,36.483285504
bucket_optimized_flatten,nvlstree,SIMPLE,True,True,1.6880957036434363,117.6746974942256,114.16785762562908,36.483285504
bucket_optimized_flatten,nvlstree,LL,False,False,1.7900241966514538,111.32548941088989,107.6668518294487,48.181568
bucket_optimized_flatten,nvlstree,LL,False,True,1.7737389093575378,112.43991796125435,108.65537703167766,48.181568
bucket_optimized_flatten,nvlstree,LL,True,False,1.705166607319067,118.29075180837525,113.02489101344305,36.483285504
bucket_optimized_flatten,nvlstree,LL,True,True,1.6954814826603979,117.4498516492776,113.67052481728741,36.483285504
bucket_optimized_flatten,nvlstree,LL128,False,False,1.7332107543479651,113.53596740720398,111.19609630192014,48.181568
bucket_optimized_flatten,nvlstree,LL128,False,True,1.7422464806586504,115.22788609195456,110.61940551553906,48.181568
bucket_optimized_flatten,nvlstree,LL128,True,False,1.6813423703424633,117.79662627647292,114.62642787782993,36.483285504
bucket_optimized_flatten,nvlstree,LL128,True,True,1.6859644739888608,118.43579903260473,114.31217734738183,36.483285504
bucket_optimized_flatten,pat,SIMPLE,False,False,1.7296231043680261,115.24265540271803,111.42674347104007,48.181568
bucket_optimized_flatten,pat,SIMPLE,False,True,1.7460316342767328,114.47957121322389,110.37959803737115,48.181568
bucket_optimized_flatten,pat,SIMPLE,True,False,1.698926112614572,118.51098375273006,113.44005399705277,36.483285504
bucket_optimized_flatten,pat,SIMPLE,True,True,1.6869142856448889,118.14128519390921,114.247814244055,36.483285504
bucket_optimized_flatten,pat,LL,False,False,1.7099540593723457,114.79962191063974,112.70844903443893,48.181568
bucket_optimized_flatten,pat,LL,False,True,1.714458173296104,114.92452116188153,112.41234866726272,48.181568
bucket_optimized_flatten,pat,LL,True,False,1.6909205853783835,117.78665822456266,113.9771267902998,36.483285504
bucket_optimized_flatten,pat,LL,True,True,1.6948753939941525,117.64863974725638,113.71117347914306,36.483285504
bucket_optimized_flatten,pat,LL128,False,False,1.735323308346172,116.16567159084543,111.06072800674552,48.181568
bucket_optimized_flatten,pat,LL128,False,True,1.7452560486271977,114.68309394039977,110.42865034250802,48.181568
bucket_optimized_flatten,pat,LL128,True,False,1.6948210676200688,117.82670669041558,113.71481841598384,36.483285504
bucket_optimized_flatten,pat,LL128,True,True,1.7043501407218475,118.43317585063235,113.07903543245767,36.483285504
bucket_optimized_coalesced,ring,SIMPLE,False,False,1.676928843682011,113.7992208056928,114.92811437892227,16.060523008
bucket_optimized_coalesced,ring,SIMPLE,False,True,1.6645756846604247,109.1069836355838,115.78101958837418,16.060523008
bucket_optimized_coalesced,ring,SIMPLE,True,False,1.6328945183195174,117.19134861217758,118.02738498402393,16.060523008
bucket_optimized_coalesced,ring,SIMPLE,True,True,1.6343660173006356,118.28108728684765,117.92111920578971,16.060523008
bucket_optimized_coalesced,ring,LL,False,False,1.6781903472729027,113.97328337736063,114.84172237385619,16.060523008
bucket_optimized_coalesced,ring,LL,False,True,1.7319220580005397,111.82715241251324,111.27883559292364,16.060523008
bucket_optimized_coalesced,ring,LL,True,False,1.6384936663477372,117.69902472088188,117.62405550312195,16.060523008
bucket_optimized_coalesced,ring,LL,True,True,1.631055805987368,117.96627616634615,118.16043892828803,16.060523008
bucket_optimized_coalesced,ring,LL128,False,False,1.7400901590008289,115.0142021253053,110.7564852057233,16.060523008
bucket_optimized_coalesced,ring,LL128,False,True,1.6869369423172127,113.11147665264117,114.24627982078991,16.060523008
bucket_optimized_coalesced,ring,LL128,True,False,1.6322508323161553,118.21722285712468,118.07392965364426,16.060523008
bucket_optimized_coalesced,ring,LL128,True,True,1.6417036976975699,118.07444240976905,117.39406460635476,16.060523008
bucket_optimized_coalesced,tree,SIMPLE,False,False,1.691988962314402,113.10640933120345,113.90515792040254,16.060523008
bucket_optimized_coalesced,tree,SIMPLE,False,True,1.6863721506670117,110.34507042695579,114.28454263536722,16.060523008
bucket_optimized_coalesced,tree,SIMPLE,True,False,1.6388137489557266,117.87458047065168,117.60108192575738,16.060523008
bucket_optimized_coalesced,tree,SIMPLE,True,True,1.639330234999458,118.50973380258012,117.56403062502152,16.060523008
bucket_optimized_coalesced,tree,LL,False,False,1.7572114549887676,114.72448309880603,109.67733530580243,16.060523008
bucket_optimized_coalesced,tree,LL,False,True,1.681443938985467,115.95878329435116,114.6195037987917,16.060523008
bucket_optimized_coalesced,tree,LL,True,False,1.6403837593582768,118.2068204382426,117.4885259943046,16.060523008
bucket_optimized_coalesced,tree,LL,True,True,1.6292946352623403,117.76006424517018,118.28816334435929,16.060523008
bucket_optimized_coalesced,tree,LL128,False,False,1.7913170730074246,114.30285819263653,107.589143684336,16.060523008
bucket_optimized_coalesced,tree,LL128,False,True,1.6843597053084522,114.43191109973972,114.42108793305914,16.060523008
bucket_optimized_coalesced,tree,LL128,True,False,1.6389342133576672,117.13059753546798,117.5924380498249,16.060523008
bucket_optimized_coalesced,tree,LL128,True,True,1.6457637477045257,118.27034505984265,117.1044569555079,16.060523008
bucket_optimized_coalesced,collnet,SIMPLE,False,False,1.6814360580562304,109.85679795407373,114.62004102302585,16.060523008
bucket_optimized_coalesced,collnet,SIMPLE,False,True,1.676989465020597,113.90541541710968,114.92395985304113,16.060523008
bucket_optimized_coalesced,collnet,SIMPLE,True,False,1.6369181203190237,118.61947389072549,117.73726954310885,16.060523008
bucket_optimized_coalesced,collnet,SIMPLE,True,True,1.639560102019459,118.59139848291353,117.54754809818655,16.060523008
bucket_optimized_coalesced,collnet,LL,False,False,1.6803854803244274,108.74916216042064,114.69170152243335,16.060523008
bucket_optimized_coalesced,collnet,LL,False,True,1.6787257510392617,113.80319748081332,114.80509537230097,16.060523008
